,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,code,group,level_title,unit_title,course_category,course_tags,active,seq_order,part_type,part_number,stage,name,description,vimeo_url,pdf
,SOLF,295A,Level 2,Assignment 19,,,A,45850,GAM-,1200-3E,QUIZ,Hot Air Rhythms 1,"See two rhythms--which one was played--Quarter, eighth pairs, quarter tied to eighth",,
,SOLF,295A,Level 2,Assignment 19,,,A,45900,GAM-,3180-5E,REVIEW,Rhythm Regatta 4,Which one-measure rhythm is played?  Quarter tied to eighth-note pairs,,
,SOLF,295A,Level 2,Assignment 19,,,A,45950,GAM-,3490-5E,REVIEW,Songbirds Major & minor,Aurally identify pentascales as Major or minor,,
,SOLF,295A,Level 2,Assignment 19,,,A,46000,GAM-,0520-5E,REVIEW,Climbing High 2,"Minor pentascales--hear and play back 2nds, 3rds, 4ths, 5ths - same root",,
,SOLF,295A,Level 2,Assignment 19,,,A,46050,GAM-,2170-5E,REVIEW,"Music Darts 4-Rhythm
(sofege level 1 symbols??)",Name note and rest values through eighth notes and rests and eighth-note pairs ,,
,SOLF,295A,Level 2,Assignment 19,,,A,46100,GAM-,0170-5E,REVIEW,Beat the Clock - Pentascales 2,"Play C, G, D, A, F and E  Major pentascales on the MIDI keyboard",,
,SOLF,295A,Level 2,Assignment 19,,,A,46150,GAM-,1040-1E,LEARN,Grand Staff Hoops 1,Read & play grand staff white keys on a MIDI keyboard,,
,SOLF,295A,Level 2,Assignment 19,,,A,46200,GAM-,1040-2E,PLAY,Grand Staff Hoops 1,Read & play grand staff white keys on a MIDI keyboard,,
,SOLF,295A,Level 2,Assignment 19,,,A,46250,GAM-,1040-3E,QUIZ,Grand Staff Hoops 1,Read & play grand staff white keys on a MIDI keyboard,,
,SOLF,295A,Level 2,Assignment 19,,,A,46300,GAM-,2330-1E,LEARN,Mystery Triads 1,"See the root and play the Major triad on a MIDI keyboard. C,G,F,D,A,E",,
,SOLF,295A,Level 2,Assignment 19,,,A,46350,GAM-,2330-2E,PLAY,Mystery Triads 1,"See the root and play the Major triad on a MIDI keyboard. C,G,F,D,A,E",,
,SOLF,295A,Level 2,Assignment 19,,,A,46400,GAM-,2330-3E,QUIZ,Mystery Triads 1,"See the root and play the Major triad on a MIDI keyboard. C,G,F,D,A,E",,
,SOLF,300A,Level 2,Assignment 20 - Skill Check,,,A,46450,GAM-,3040-5E,REVIEW,Rhythm Pix 3,"Same or different from the one you hear? Quarter notes, rests, eighth note pairs and ties ",,
,SOLF,300A,Level 2,Assignment 20 - Skill Check,,,A,46500,GAM-,0020-5E,REVIEW,60 Second Club 1 S,Rapidly read & play grand staff white notes on the on-screen keyboard - timed.,,
,SOLF,300A,Level 2,Assignment 20 - Skill Check,,,A,46550,GAM-,0570-5E,REVIEW,Cosmic Key Signatures 1,"Identify C, G and F Major key signatures",,
,SOLF,300A,Level 2,Assignment 20 - Skill Check,,,A,46600,GAM-,1400-5E,REVIEW,Interval Slide 1,Aurally identify an interval then choose the written version of the interval. CFG 2nds-5ths,,
,SOLF,300A,Level 2,Assignment 20 - Skill Check,,,A,46650,GAM-,3920-5E,REVIEW,Tumble Triads 1,Aurally identify chord quality:  Major and minor,,
,SOLF,300A,Level 2,Assignment 20 - Skill Check,,,A,46700,GAM-,0220-5E,REVIEW,Beat the Clock - Triads 3,"Play triads on the onscreen keyboard: c, g and f minor",,
,SOLF,300A,Level 2,Assignment 20 - Skill Check,,,A,46750,GAM-,2260-5E,REVIEW,Musical Memory 3-CDEFG,Play back random patterns of C D E F G on the onscreen keyboard,,
,SOLF,300A,Level 2,Assignment 20 - Skill Check,,,A,46800,GAM-,3780-5E,REVIEW,Super Monkey Intervals 2,"Hear, then play 2nds through 5ths on a MIDI keyboard - bass G Major pentascale",,
,SOLF,305A,Level 3,Assignment 1,,,A,46850,GAM-,3040-1E,LEARN,Rhythm Pix 3,"Same or different from the one you hear? Quarter notes, rests, eighth note pairs and ties ",,
,SOLF,305A,Level 3,Assignment 1,,,A,46900,GAM-,3040-2E,PLAY,Rhythm Pix 3,"Same or different from the one you hear? Quarter notes, rests, eighth note pairs and ties ",,
,SOLF,305A,Level 3,Assignment 1,,,A,46950,GAM-,3040-3E,QUIZ,Rhythm Pix 3,"Same or different from the one you hear? Quarter notes, rests, eighth note pairs and ties ",,
,SOLF,305A,Level 3,Assignment 1,,,A,47000,GAM-,1400-1E,LEARN,Interval Slide 1,Aurally identify an interval then choose the written version of the interval. CFG 2nds-5ths,,
,SOLF,305A,Level 3,Assignment 1,,,A,47050,GAM-,1400-2E,PLAY,Interval Slide 1,Aurally identify an interval then choose the written version of the interval. CFG 2nds-5ths,,
,SOLF,305A,Level 3,Assignment 1,,,A,47100,GAM-,1400-3E,QUIZ,Interval Slide 1,Aurally identify an interval then choose the written version of the interval. CFG 2nds-5ths,,
,SOLF,305A,Level 3,Assignment 1,,,A,47150,GAM-,4020-1E,LEARN,Will Work for Peanuts 2,"Visually identify 5ths, 6ths, 7ths and octaves on the keyboard",,
,SOLF,305A,Level 3,Assignment 1,,,A,47200,GAM-,4020-2E,PLAY,Will Work for Peanuts 2,"Visually identify 5ths, 6ths, 7ths and octaves on the keyboard",,
,SOLF,305A,Level 3,Assignment 1,,,A,47250,GAM-,4020-3E,QUIZ,Will Work for Peanuts 2,"Visually identify 5ths, 6ths, 7ths and octaves on the keyboard",,
,SOLF,305A,Level 3,Assignment 1,,,A,47300,GAM-,3920-1E,LEARN,Tumble Triads 1,Aurally identify chord quality:  Major and minor,,
,SOLF,305A,Level 3,Assignment 1,,,A,47350,GAM-,3920-2E,PLAY,Tumble Triads 1,Aurally identify chord quality:  Major and minor,,
,SOLF,305A,Level 3,Assignment 1,,,A,47400,GAM-,3920-3E,QUIZ,Tumble Triads 1,Aurally identify chord quality:  Major and minor,,
,SOLF,305A,Level 3,Assignment 1,,,A,47450,GAM-,0020-1E,LEARN,60 Second Club 1 S,Rapidly read & play grand staff white notes on the on-screen keyboard - timed.,,
,SOLF,305A,Level 3,Assignment 1,,,A,47500,GAM-,0020-2E,PLAY,60 Second Club 1 S,Rapidly read & play grand staff white notes on the on-screen keyboard - timed.,,
,SOLF,305A,Level 3,Assignment 1,,,A,47550,GAM-,0020-3E,QUIZ,60 Second Club 1 S,Rapidly read & play grand staff white notes on the on-screen keyboard - timed.,,
,SOLF,305A,Level 3,Assignment 1,,,A,47600,GAM-,2260-2E,PLAY,Musical Memory 3-CDEFG,Play back random patterns of C D E F G on the onscreen keyboard,,
,SOLF,305A,Level 3,Assignment 1,,,A,47650,GAM-,2260-3E,QUIZ,Musical Memory 3-CDEFG,Play back random patterns of C D E F G on the onscreen keyboard,,
,SOLF,305A,Level 3,Assignment 1,,,A,47700,GAM-,0220-1E,LEARN,Beat the Clock - Triads 3,"Play triads on the onscreen keyboard: c, g and f minor",,
,SOLF,305A,Level 3,Assignment 1,,,A,47750,GAM-,0220-2E,PLAY,Beat the Clock - Triads 3,"Play triads on the onscreen keyboard: c, g and f minor",,
,SOLF,305A,Level 3,Assignment 1,,,A,47800,GAM-,0220-3E,QUIZ,Beat the Clock - Triads 3,"Play triads on the onscreen keyboard: c, g and f minor",,
,SOLF,305A,Level 3,Assignment 1,,,A,47850,GAM-,3780-1E,LEARN,Super Monkey Intervals 2,"Hear, then play 2nds through 5ths on a MIDI keyboard - bass G Major pentascale",,
,SOLF,305A,Level 3,Assignment 1,,,A,47900,GAM-,3780-2E,PLAY,Super Monkey Intervals 2,"Hear, then play 2nds through 5ths on a MIDI keyboard - bass G Major pentascale",,
,SOLF,305A,Level 3,Assignment 1,,,A,47950,GAM-,3780-3E,QUIZ,Super Monkey Intervals 2,"Hear, then play 2nds through 5ths on a MIDI keyboard - bass G Major pentascale",,
,SOLF,310A,Level 3,Assignment 2,,,A,48000,GAM-,2960-1E,LEARN,Rhythm Factory 2,Hear and see a 2-measure rhythm--are they the same or different? Quarter notes & eighth-note pairs 4/4,,
,SOLF,310A,Level 3,Assignment 2,,,A,48050,GAM-,2960-2E,PLAY,Rhythm Factory 2,Hear and see a 2-measure rhythm--are they the same or different? Quarter notes & eighth-note pairs 4/4,,
,SOLF,310A,Level 3,Assignment 2,,,A,48100,GAM-,2960-3E,QUIZ,Rhythm Factory 2,Hear and see a 2-measure rhythm--are they the same or different? Quarter notes & eighth-note pairs 4/4,,
,SOLF,310A,Level 3,Assignment 2,,,A,48150,GAM-,3180-1E,LEARN,Rhythm Regatta 4,Which one-measure rhythm is played?  Quarter tied to eighth-note pairs,,
,SOLF,310A,Level 3,Assignment 2,,,A,48200,GAM-,3180-2E,PLAY,Rhythm Regatta 4,Which one-measure rhythm is played?  Quarter tied to eighth-note pairs,,
,SOLF,310A,Level 3,Assignment 2,,,A,48250,GAM-,3180-3E,QUIZ,Rhythm Regatta 4,Which one-measure rhythm is played?  Quarter tied to eighth-note pairs,,
,SOLF,310A,Level 3,Assignment 2,,,A,48300,GAM-,0240-1E,LEARN,Beat the Clock - Triads 4,"Play triads on the onscreen keyboard: d, e and a minor",,
,SOLF,310A,Level 3,Assignment 2,,,A,48350,GAM-,0240-2E,PLAY,Beat the Clock - Triads 4,"Play triads on the onscreen keyboard: d, e and a minor",,
,SOLF,310A,Level 3,Assignment 2,,,A,48400,GAM-,0240-3E,QUIZ,Beat the Clock - Triads 4,"Play triads on the onscreen keyboard: d, e and a minor",,
,SOLF,310A,Level 3,Assignment 2,,,A,48450,GAM-,2990-1E,LEARN,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,
,SOLF,310A,Level 3,Assignment 2,,,A,48500,GAM-,2990-2E,PLAY,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,
,SOLF,310A,Level 3,Assignment 2,,,A,48550,GAM-,2990-3E,QUIZ,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,
,SOLF,310A,Level 3,Assignment 2,,,A,48600,GAM-,1200-1E,LEARN,Hot Air Rhythms 1,"See two rhythms--which one was played--Quarter, eighth pairs, quarter tied to eighth",,
,SOLF,310A,Level 3,Assignment 2,,,A,48650,GAM-,1200-2E,PLAY,Hot Air Rhythms 1,"See two rhythms--which one was played--Quarter, eighth pairs, quarter tied to eighth",,
,SOLF,310A,Level 3,Assignment 2,,,A,48700,GAM-,1200-3E,QUIZ,Hot Air Rhythms 1,"See two rhythms--which one was played--Quarter, eighth pairs, quarter tied to eighth",,
,SOLF,310A,Level 3,Assignment 2,,,A,48750,GAM-,3700-1E,LEARN,Sticky Stockings 1,"Hear & identify 2nds, 3rds, 4ths & 5ths  - same roots",,
,SOLF,310A,Level 3,Assignment 2,,,A,48800,GAM-,3700-2E,PLAY,Sticky Stockings 1,"Hear & identify 2nds, 3rds, 4ths & 5ths  - same roots",,
,SOLF,310A,Level 3,Assignment 2,,,A,48850,GAM-,3700-3E,QUIZ,Sticky Stockings 1,"Hear & identify 2nds, 3rds, 4ths & 5ths  - same roots",,
,SOLF,310A,Level 3,Assignment 2,,,A,48900,GAM-,0540-1E,LEARN,Climbing Higher 1,Hear and play back 2nds thru octaves-same root-Major scale,,
,SOLF,310A,Level 3,Assignment 2,,,A,48950,GAM-,0540-2E,PLAY,Climbing Higher 1,Hear and play back 2nds thru octaves-same root-Major scale,,
,SOLF,310A,Level 3,Assignment 2,,,A,49000,GAM-,0540-3E,QUIZ,Climbing Higher 1,Hear and play back 2nds thru octaves-same root-Major scale,,
,SOLF,310A,Level 3,Assignment 2,,,A,49050,GAM-,1930-1E,LEARN,Melody Mimic 2,"Hear, then play back 4-note patterns in C, F and G Major, 2nds and 3rds",,
,SOLF,310A,Level 3,Assignment 2,,,A,49100,GAM-,1930-2E,PLAY,Melody Mimic 2,"Hear, then play back 4-note patterns in C, F and G Major, 2nds and 3rds",,
,SOLF,310A,Level 3,Assignment 2,,,A,49150,GAM-,1930-3E,QUIZ,Melody Mimic 2,"Hear, then play back 4-note patterns in C, F and G Major, 2nds and 3rds",,
,SOLF,315A,Level 3,Assignment 3,,,A,49200,GAM-,0650-1E,LEARN,Falling Chords 1,Visually identify tonic and dominant chords in C and G Major,,
,SOLF,315A,Level 3,Assignment 3,,,A,49250,GAM-,0650-2E,PLAY,Falling Chords 1,Visually identify tonic and dominant chords in C and G Major,,
,SOLF,315A,Level 3,Assignment 3,,,A,49300,GAM-,0650-3E,QUIZ,Falling Chords 1,Visually identify tonic and dominant chords in C and G Major,,
,SOLF,315A,Level 3,Assignment 3,,,A,49350,GAM-,0570-1E,LEARN,Cosmic Key Signatures 1,"Identify C, G and F Major key signatures",,
,SOLF,315A,Level 3,Assignment 3,,,A,49400,GAM-,0570-2E,PLAY,Cosmic Key Signatures 1,"Identify C, G and F Major key signatures",,
,SOLF,315A,Level 3,Assignment 3,,,A,49450,GAM-,0570-3E,QUIZ,Cosmic Key Signatures 1,"Identify C, G and F Major key signatures",,
,SOLF,315A,Level 3,Assignment 3,,,A,49500,GAM-,1120-1E,LEARN,Harmony Pix 1,Hear a 4-chord progression of I and V7 chords. Same or different from what is seen?,,
,SOLF,315A,Level 3,Assignment 3,,,A,49550,GAM-,1120-2E,PLAY,Harmony Pix 1,Hear a 4-chord progression of I and V7 chords. Same or different from what is seen?,,
,SOLF,315A,Level 3,Assignment 3,,,A,49600,GAM-,1120-3E,QUIZ,Harmony Pix 1,Hear a 4-chord progression of I and V7 chords. Same or different from what is seen?,,
,SOLF,315A,Level 3,Assignment 3,,,A,49650,GAM-,4000-1E,LEARN,Underwater Clef Hanger,See a note on a line or space. Which clef makes it the displayed letter name?,,
,SOLF,315A,Level 3,Assignment 3,,,A,49700,GAM-,4000-2E,PLAY,Underwater Clef Hanger,See a note on a line or space. Which clef makes it the displayed letter name?,,
,SOLF,315A,Level 3,Assignment 3,,,A,49750,GAM-,4000-3E,QUIZ,Underwater Clef Hanger,See a note on a line or space. Which clef makes it the displayed letter name?,,
,SOLF,315A,Level 3,Assignment 3,,,A,49800,GAM-,2280-1E,LEARN,Musical Memory Challenge 1,"Hear, then playback random patterns in the C Major Scale",,
,SOLF,315A,Level 3,Assignment 3,,,A,49850,GAM-,2280-2E,PLAY,Musical Memory Challenge 1,"Hear, then playback random patterns in the C Major Scale",,
,SOLF,315A,Level 3,Assignment 3,,,A,49900,GAM-,2280-3E,QUIZ,Musical Memory Challenge 1,"Hear, then playback random patterns in the C Major Scale",,
,SOLF,315A,Level 3,Assignment 3,,,A,49950,GAM-,0370-1E,LEARN,Cannon Intervals 2,"Identify 5ths, 6ths, 7ths & octaves on the keyboard and the staff",,
,SOLF,315A,Level 3,Assignment 3,,,A,50000,GAM-,0370-2E,PLAY,Cannon Intervals 2,"Identify 5ths, 6ths, 7ths & octaves on the keyboard and the staff",,
,SOLF,315A,Level 3,Assignment 3,,,A,50050,GAM-,0370-3E,QUIZ,Cannon Intervals 2,"Identify 5ths, 6ths, 7ths & octaves on the keyboard and the staff",,
,SOLF,315A,Level 3,Assignment 3,,,A,50100,GAM-,1010-1E,LEARN,Grand Staff Guide Notes 4,Read & play the five C's on the onscreen keyboard,,
,SOLF,315A,Level 3,Assignment 3,,,A,50150,GAM-,1010-2E,PLAY,Grand Staff Guide Notes 4,Read & play the five C's on the onscreen keyboard,,
,SOLF,315A,Level 3,Assignment 3,,,A,50200,GAM-,1010-3E,QUIZ,Grand Staff Guide Notes 4,Read & play the five C's on the onscreen keyboard,,
,SOLF,315A,Level 3,Assignment 3,,,A,50250,GAM-,2960-5E,REVIEW,Rhythm Factory 2,Hear and see a 2-measure rhythm--are they the same or different? Quarter notes & eighth-note pairs 4/4,,
,SOLF,320A,Level 3,Assignment 4,,,A,50300,GAM-,0940-1E,LEARN,Grand Staff Alphabet 1 S,Name Grand Staff Lines and Spaces,,
,SOLF,320A,Level 3,Assignment 4,,,A,50350,GAM-,0940-2E,PLAY,Grand Staff Alphabet 1 S,Name Grand Staff Lines and Spaces,,
,SOLF,320A,Level 3,Assignment 4,,,A,50400,GAM-,0940-3E,QUIZ,Grand Staff Alphabet 1 S,Name Grand Staff Lines and Spaces,,
,SOLF,320A,Level 3,Assignment 4,,,A,50450,GAM-,0940-4E,CHALLENGE,Grand Staff Alphabet 1 S,Name Grand Staff Lines and Spaces,,
,SOLF,320A,Level 3,Assignment 4,,,A,50500,GAM-,3930-1E,LEARN,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,,
,SOLF,320A,Level 3,Assignment 4,,,A,50550,GAM-,3930-2E,PLAY,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,,
,SOLF,320A,Level 3,Assignment 4,,,A,50600,GAM-,3930-3E,QUIZ,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,,
,SOLF,320A,Level 3,Assignment 4,,,A,50650,GAM-,3930-4E,CHALLENGE,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,,
,SOLF,320A,Level 3,Assignment 4,,,A,50700,GAM-,3050-1E,LEARN,Rhythm Pix 4,"Is this rhythm the same or different from the one you hear? Quarter notes, rests, dotted quarter-eighth note  ",,
,SOLF,320A,Level 3,Assignment 4,,,A,50750,GAM-,3050-2E,PLAY,Rhythm Pix 4,"Is this rhythm the same or different from the one you hear? Quarter notes, rests, dotted quarter-eighth note  ",,
,SOLF,320A,Level 3,Assignment 4,,,A,50800,GAM-,3050-3E,QUIZ,Rhythm Pix 4,"Is this rhythm the same or different from the one you hear? Quarter notes, rests, dotted quarter-eighth note  ",,
,SOLF,320A,Level 3,Assignment 4,,,A,50850,GAM-,2820-1E,LEARN,Pentascale Toolbox 2,Visually identify C G F D Major and minor pentascales ,,
,SOLF,320A,Level 3,Assignment 4,,,A,50900,GAM-,2820-2E,PLAY,Pentascale Toolbox 2,Visually identify C G F D Major and minor pentascales ,,
,SOLF,320A,Level 3,Assignment 4,,,A,50950,GAM-,2820-3E,QUIZ,Pentascale Toolbox 2,Visually identify C G F D Major and minor pentascales ,,
,SOLF,320A,Level 3,Assignment 4,,,A,51000,GAM-,1380-1E,LEARN,Interval Rockets 1,"Identify 2nds, 3rds, 4ths, 5ths, 6ths, 7ths & 8ve on the staff",,
,SOLF,320A,Level 3,Assignment 4,,,A,51050,GAM-,1380-2E,PLAY,Interval Rockets 1,"Identify 2nds, 3rds, 4ths, 5ths, 6ths, 7ths & 8ve on the staff",,
,SOLF,320A,Level 3,Assignment 4,,,A,51100,GAM-,1380-3E,QUIZ,Interval Rockets 1,"Identify 2nds, 3rds, 4ths, 5ths, 6ths, 7ths & 8ve on the staff",,
,SOLF,320A,Level 3,Assignment 4,,,A,51150,GAM-,0040-1E,LEARN,60 Second Club 2 S,Rapidly read & play grand staff # and b notes on the on-screen keyboard-timed,,
,SOLF,320A,Level 3,Assignment 4,,,A,51200,GAM-,0040-2E,PLAY,60 Second Club 2 S,Rapidly read & play grand staff # and b notes on the on-screen keyboard-timed,,
,SOLF,320A,Level 3,Assignment 4,,,A,51250,GAM-,0040-3E,QUIZ,60 Second Club 2 S,Rapidly read & play grand staff # and b notes on the on-screen keyboard-timed,,
,SOLF,320A,Level 3,Assignment 4,,,A,51300,GAM-,0040-4E,CHALLENGE,60 Second Club 2 S,Rapidly read & play grand staff # and b notes on the on-screen keyboard-timed,,
,SOLF,320A,Level 3,Assignment 4,,,A,51350,GAM-,1040-1E,LEARN,Grand Staff Hoops 1,Read & play grand staff white keys on a MIDI keyboard,,
,SOLF,320A,Level 3,Assignment 4,,,A,51400,GAM-,1040-2E,PLAY,Grand Staff Hoops 1,Read & play grand staff white keys on a MIDI keyboard,,
,SOLF,320A,Level 3,Assignment 4,,,A,51450,GAM-,1040-3E,QUIZ,Grand Staff Hoops 1,Read & play grand staff white keys on a MIDI keyboard,,
,SOLF,320A,Level 3,Assignment 4,,,A,51500,GAM-,1040-4E,CHALLENGE,Grand Staff Hoops 1,Read & play grand staff white keys on a MIDI keyboard,,
,SOLF,325A,Level 3,Assignment 5 - Skill Check,,,A,51550,GAM-,1120-5E,REVIEW,Harmony Pix 1,Hear a 4-chord progression of I and V7 chords. Same or different from what is seen?,,
,SOLF,325A,Level 3,Assignment 5 - Skill Check,,,A,51600,GAM-,3930-5E,REVIEW,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,,
,SOLF,325A,Level 3,Assignment 5 - Skill Check,,,A,51650,GAM-,3180-5E,REVIEW,Rhythm Regatta 4,Which one-measure rhythm is played?  Quarter tied to eighth-note pairs,,
,SOLF,325A,Level 3,Assignment 5 - Skill Check,,,A,51700,GAM-,2990-5E,REVIEW,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,
,SOLF,325A,Level 3,Assignment 5 - Skill Check,,,A,51750,GAM-,0570-5E,REVIEW,Cosmic Key Signatures 1,"Identify C, G and F Major key signatures",,
,SOLF,325A,Level 3,Assignment 5 - Skill Check,,,A,51800,GAM-,0650-5E,REVIEW,Falling Chords 1,Visually identify tonic and dominant chords in C and G Major,,
,SOLF,325A,Level 3,Assignment 5 - Skill Check,,,A,51850,GAM-,0240-5E,REVIEW,Beat the Clock - Triads 4,"Play triads on the onscreen keyboard: d, e and a minor",,
,SOLF,325A,Level 3,Assignment 5 - Skill Check,,,A,51900,GAM-,1930-5E,REVIEW,Melody Mimic 2,"Hear, then play back 4-note patterns in C, F and G Major, 2nds and 3rds",,
,SOLF,325A,Level 3,Assignment 5 - Skill Check,,,A,51950,GAM-,1790E,PLAY,Major/minor Triad Match 1,Matching major and minor triads in a popular game format - untimed,,
,SOLF,330A,Level 3,Assignment 6,,,A,52000,GAM-,1170-1E,LEARN,Hearing Triads 1 ,Hear a 4-chord pattern of Major and minor triads and define the quality of each chord.,,
,SOLF,330A,Level 3,Assignment 6,,,A,52050,GAM-,1170-2E,PLAY,Hearing Triads 1 ,Hear a 4-chord pattern of Major and minor triads and define the quality of each chord.,,
,SOLF,330A,Level 3,Assignment 6,,,A,52100,GAM-,1170-3E,QUIZ,Hearing Triads 1 ,Hear a 4-chord pattern of Major and minor triads and define the quality of each chord.,,
,SOLF,330A,Level 3,Assignment 6,,,A,52150,GAM-,0910-1E,LEARN,Floating Triads 1,See and name Major triads starting on white keys,,
,SOLF,330A,Level 3,Assignment 6,,,A,52200,GAM-,0910-2E,PLAY,Floating Triads 1,See and name Major triads starting on white keys,,
,SOLF,330A,Level 3,Assignment 6,,,A,52250,GAM-,0910-3E,QUIZ,Floating Triads 1,See and name Major triads starting on white keys,,
,SOLF,330A,Level 3,Assignment 6,,,A,52300,GAM-,0660-1E,LEARN,Falling Chords 2,"Visually identify I, IV and V chords in C and G Major",,
,SOLF,330A,Level 3,Assignment 6,,,A,52350,GAM-,0660-2E,PLAY,Falling Chords 2,"Visually identify I, IV and V chords in C and G Major",,
,SOLF,330A,Level 3,Assignment 6,,,A,52400,GAM-,0660-3E,QUIZ,Falling Chords 2,"Visually identify I, IV and V chords in C and G Major",,
,SOLF,330A,Level 3,Assignment 6,,,A,52450,GAM-,1210-1E,LEARN,Hot Air Rhythms 2,"See 2 rhythms, choose which one you hear.  Quarter notes, dotted quarter-eighth notes ",,
,SOLF,330A,Level 3,Assignment 6,,,A,52500,GAM-,1210-2E,PLAY,Hot Air Rhythms 2,"See 2 rhythms, choose which one you hear.  Quarter notes, dotted quarter-eighth notes ",,
,SOLF,330A,Level 3,Assignment 6,,,A,52550,GAM-,1210-3E,QUIZ,Hot Air Rhythms 2,"See 2 rhythms, choose which one you hear.  Quarter notes, dotted quarter-eighth notes ",,
,SOLF,330A,Level 3,Assignment 6,,,A,52600,GAM-,2290-1E,LEARN,Musical Memory Keybd Challenge 1,"Hear, then play back random patterns of notes from the C Major scale-onscreen keyboard",,
,SOLF,330A,Level 3,Assignment 6,,,A,52650,GAM-,2290-2E,PLAY,Musical Memory Keybd Challenge 1,"Hear, then play back random patterns of notes from the C Major scale-onscreen keyboard",,
,SOLF,330A,Level 3,Assignment 6,,,A,52700,GAM-,2290-3E,QUIZ,Musical Memory Keybd Challenge 1,"Hear, then play back random patterns of notes from the C Major scale-onscreen keyboard",,
,SOLF,330A,Level 3,Assignment 6,,,A,52750,GAM-,1380-5E,REVIEW,Interval Rockets 1,"Identify 2nds, 3rds, 4ths, 5ths, 6ths, 7ths & 8ve on the staff",,
,SOLF,330A,Level 3,Assignment 6,,,A,52800,GAM-,0040-5E,REVIEW,60 Second Club 2 S,Rapidly read & play grand staff # and b notes on the on-screen keyboard-timed,,
,SOLF,330A,Level 3,Assignment 6,,,A,52850,GAM-,2330-1E,LEARN,Mystery Triads 1,"See the root and play the Major triad on a MIDI keyboard. C,G,F,D,A,E",,
,SOLF,330A,Level 3,Assignment 6,,,A,52900,GAM-,2330-2E,PLAY,Mystery Triads 1,"See the root and play the Major triad on a MIDI keyboard. C,G,F,D,A,E",,
,SOLF,330A,Level 3,Assignment 6,,,A,52950,GAM-,2330-3E,QUIZ,Mystery Triads 1,"See the root and play the Major triad on a MIDI keyboard. C,G,F,D,A,E",,
,SOLF,335A,Level 3,Assignment 7,,,A,53000,GAM-,2970-1E,LEARN,Rhythm Factory 3,"Hear & see a 2-measure rhythm.  Are they the same or different? Quarter notes & rests, eighth note pairs",,
,SOLF,335A,Level 3,Assignment 7,,,A,53050,GAM-,2970-2E,PLAY,Rhythm Factory 3,"Hear & see a 2-measure rhythm.  Are they the same or different? Quarter notes & rests, eighth note pairs",,
,SOLF,335A,Level 3,Assignment 7,,,A,53100,GAM-,2970-3E,QUIZ,Rhythm Factory 3,"Hear & see a 2-measure rhythm.  Are they the same or different? Quarter notes & rests, eighth note pairs",,
,SOLF,335A,Level 3,Assignment 7,,,A,53150,GAM-,1140-1E,LEARN,Harmony Puzzle 1,Hear 4 chord progressions. Match each progression to the correct chord symbols. I & V7,,
,SOLF,335A,Level 3,Assignment 7,,,A,53200,GAM-,1140-2E,PLAY,Harmony Puzzle 1,Hear 4 chord progressions. Match each progression to the correct chord symbols. I & V7,,
,SOLF,335A,Level 3,Assignment 7,,,A,53250,GAM-,1140-3E,QUIZ,Harmony Puzzle 1,Hear 4 chord progressions. Match each progression to the correct chord symbols. I & V7,,
,SOLF,335A,Level 3,Assignment 7,,,A,53300,GAM-,2400-2E,PLAY,Note Flakes 1 S,Read and name all treble notes,,
,SOLF,335A,Level 3,Assignment 7,,,A,53350,GAM-,2400-3E,QUIZ,Note Flakes 1 S,Read and name all treble notes,,
,SOLF,335A,Level 3,Assignment 7,,,A,53400,GAM-,3100-1E,LEARN,Rhythm Pop 4,"How many beats? - Adds dotted quarter, eighth note & rest, plus eighth-note pairs",,
,SOLF,335A,Level 3,Assignment 7,,,A,53450,GAM-,3100-2E,PLAY,Rhythm Pop 4,"How many beats? - Adds dotted quarter, eighth note & rest, plus eighth-note pairs",,
,SOLF,335A,Level 3,Assignment 7,,,A,53500,GAM-,3100-3E,QUIZ,Rhythm Pop 4,"How many beats? - Adds dotted quarter, eighth note & rest, plus eighth-note pairs",,
,SOLF,335A,Level 3,Assignment 7,,,A,53550,GAM-,3050-5E,REVIEW,Rhythm Pix 4,"Is this rhythm the same or different from the one you hear? Quarter notes, rests, dotted quarter-eighth note  ",,
,SOLF,335A,Level 3,Assignment 7,,,A,53600,GAM-,2830-1E,LEARN,Pentascale Toolbox 3,Visually identify D A E F Major and minor pentascales ,,
,SOLF,335A,Level 3,Assignment 7,,,A,53650,GAM-,2830-2E,PLAY,Pentascale Toolbox 3,Visually identify D A E F Major and minor pentascales ,,
,SOLF,335A,Level 3,Assignment 7,,,A,53700,GAM-,2830-3E,QUIZ,Pentascale Toolbox 3,Visually identify D A E F Major and minor pentascales ,,
